City,Area,Pincode,District,State,
Keonjhar,Badabaliposi,758016,Kendujhar,Odisha,
Keonjhar,Badagambharia,758017,Kendujhar,Odisha,
Keonjhar,Badajamposi,758027,Kendujhar,Odisha,
Keonjhar,Badanai,758044,Kendujhar,Odisha,
Keonjhar,Badanuagaon,758028,Kendujhar,Odisha,
Keonjhar,Badapichhula,758087,Kendujhar,Odisha,
Keonjhar,Badaposi,758014,Kendujhar,Odisha,
Keonjhar,Badarampas,758083,Kendujhar,Odisha,
Keonjhar,Baikala,758045,Kendujhar,Odisha,
Keonjhar,Bailo,758020,Kendujhar,Odisha,
Keonjhar,Balada,758086,Kendujhar,Odisha,
Keonjhar,Balagoda,758037,Kendujhar,Odisha,
Keonjhar,Balarampur,758025,Kendujhar,Odisha,
Keonjhar,Balibarei,758023,Kendujhar,Odisha,
Keonjhar,Baliparbata,758026,Kendujhar,Odisha,
Keonjhar,Banabir,758081,Kendujhar,Odisha,
Keonjhar,Baneikala,758038,Kendujhar,Odisha,
Keonjhar,Bansapani,758034,Kendujhar,Odisha,
Keonjhar,Banspal,758085,Kendujhar,Odisha,
Keonjhar,Barbil,758035,Kendujhar,Odisha,
Keonjhar,Barhagarh,758018,Kendujhar,Odisha,
Keonjhar,Barigaon,758078,Kendujhar,Odisha,
Keonjhar,Bauripada,758013,Kendujhar,Odisha,
Keonjhar,Baxibarigaon,758079,Kendujhar,Odisha,
Keonjhar,Bhagamunda,758080,Kendujhar,Odisha,
Keonjhar,Bholabeda,758029,Kendujhar,Odisha,
Keonjhar,Binjabahal,758084,Kendujhar,Odisha,
Keonjhar,Bodapalasa,758002,Kendujhar,Odisha,
Keonjhar,Brahmanideo,758030,Kendujhar,Odisha,
Keonjhar,Budhikapudi,758046,Kendujhar,Odisha,
Keonjhar,Chamakpur,758041,Kendujhar,Odisha,
Keonjhar,Deoladiha,758019,Kendujhar,Odisha,
Keonjhar,Dhanurjaypur Haramatha,758040,Kendujhar,Odisha,
Keonjhar,Keonjhar Court,758001,Kendujhar,Odisha,
Keonjhar,Kolhabarapada,758036,Kendujhar,Odisha,
Sambalpur,A.Katapali,768006,Sambalpur,Odisha,
Sambalpur,Adagaon,768040,Bargarh,Odisha,
Sambalpur,Agalpur,768029,Bargarh,Odisha,
Sambalpur,Ainlapali,768104,Bargarh,Odisha,
Sambalpur,Aintapali,768215,Jharsuguda,Odisha,
Sambalpur,Ainthapali,768004,Sambalpur,Odisha,
Sambalpur,Ambabhana,768031,Bargarh,Odisha,
Sambalpur,Ambagaon,768110,Debagarh,Odisha,
Sambalpur,Amkuni,768113,Sambalpur,Odisha,
Sambalpur,Ammthi,768042,Bargarh,Odisha,
Sambalpur,Arda,768202,Jharsuguda,Odisha,
Sambalpur,Ardabahal,768222,Sambalpur,Odisha,
Sambalpur,Arjunda,768103,Bargarh,Odisha,
Sambalpur,Attabira,768226,Jharsuguda,Odisha,
Sambalpur,Attabira,768027,Bargarh,Odisha,
Sambalpur,Aunli,768109,Debagarh,Odisha,
Sambalpur,B. Katapali,768038,Bargarh,Odisha,
Sambalpur,Babu Nikitimal,768228,Sambalpur,Odisha,
Sambalpur,Babuchipidihi,768221,Sambalpur,Odisha,
Sambalpur,Badapali,768032,Bargarh,Odisha,
Sambalpur,Badasahir,768112,Sambalpur,Odisha,
Sambalpur,Badbahal,768227,Sambalpur,Odisha,
Sambalpur,Badikata,768036,Bargarh,Odisha,
Sambalpur,Badrama,768107,Sambalpur,Odisha,
Sambalpur,Bagdehi,768220,Jharsuguda,Odisha,
Sambalpur,Bagmunda,768219,Jharsuguda,Odisha,
Sambalpur,Balam,768108,Debagarh,Odisha,
Sambalpur,Bandhbahal Colony,768211,Jharsuguda,Odisha,
Sambalpur,Banjari,768217,Jharsuguda,Odisha,
Sambalpur,Banjipali,768052,Bargarh,Odisha,
Sambalpur,Bansajal,768105,Sambalpur,Odisha,
Sambalpur,Bara,768045,Bargarh,Odisha,
Sambalpur,Bargarh Bazar,768028,Bargarh,Odisha,
Sambalpur,Barghat,768121,Debagarh,Odisha,
Sambalpur,Bartunda,768039,Bargarh,Odisha,
Sambalpur,Basantpur,768025,Sambalpur,Odisha,
Sambalpur,Basupali,768212,Sambalpur,Odisha,
Sambalpur,Batemura,768005,Sambalpur,Odisha,
Sambalpur,Batgaon,768106,Sambalpur,Odisha,
Sambalpur,Bausenmura,768033,Bargarh,Odisha,
Sambalpur,Belpahar,768218,Jharsuguda,Odisha,
Sambalpur,Bhatlaida,768213,Jharsuguda,Odisha,
Sambalpur,Bhatli badmal,768030,Bargarh,Odisha,
Sambalpur,Binjipali,768214,Sambalpur,Odisha,
Sambalpur,Birjam,768034,Bargarh,Odisha,
Sambalpur,Bishalkhinda,768200,Sambalpur,Odisha,
Sambalpur,Brajarajnagar,768216,Jharsuguda,Odisha,
Sambalpur,Bss Nagar,768001,Sambalpur,Odisha,
Sambalpur,Burla,768017,Sambalpur,Odisha,
Sambalpur,Chantipali,768035,Bargarh,Odisha,
Sambalpur,Chendeikela,768050,Bargarh,Odisha,
Sambalpur,Chiplima,768026,Sambalpur,Odisha,
Sambalpur,Dangabahal,768037,Bargarh,Odisha,
Sambalpur,Dangajore,768224,Sambalpur,Odisha,
Sambalpur,Deshbhatli,768102,Bargarh,Odisha,
Sambalpur,Dulampur,768111,Bargarh,Odisha,
Sambalpur,Durlaga,768204,Jharsuguda,Odisha,
Sambalpur,Engineering College Burla,768018,Sambalpur,Odisha,
Sambalpur,Ganiapali,768049,Bargarh,Odisha,
Sambalpur,Gondturum,768115,Bargarh,Odisha,
Sambalpur,Hirakud,768016,Sambalpur,Odisha,
Sambalpur,Industrial Estate Jharsuguda S,768203,Jharsuguda,Odisha,
Sambalpur,Itps Banaharpali,768234,Jharsuguda,Odisha,
Sambalpur,Jagruti Vihar Burla,768020,Sambalpur,Odisha,
Sambalpur,Jharsuguda,768201,Jharsuguda,Odisha,
Sambalpur,Jokhipali,768048,Bargarh,Odisha,
Sambalpur,Jyoti Vihar Burla,768019,Sambalpur,Odisha,
Sambalpur,K.Tainsar,768119,Debagarh,Odisha,
Sambalpur,Katabaga,768225,Jharsuguda,Odisha,
Sambalpur,Khetrajpur,768003,Sambalpur,Odisha,
Sambalpur,Mudipara,768002,Sambalpur,Odisha,
Sambalpur,Naktideul,768118,Sambalpur,Odisha,
Sambalpur,Orient Colliery Brajarajnagar,768233,Jharsuguda,Odisha,
Sambalpur,Thelkuli,768210,Jharsuguda,Odisha,
Sundargarh,A.Jambahal,770033,Sundergarh,Odisha,
Sundargarh,Ajaikela,770036,Sundergarh,Odisha,
Sundargarh,Alanda,770017,Sundergarh,Odisha,
Sundargarh,Alapaka,770012,Sundergarh,Odisha,
Sundargarh,Aleikera,770020,Sundergarh,Odisha,
Sundargarh,Aludega,770016,Sundergarh,Odisha,
Sundargarh,Amgova,770018,Sundergarh,Odisha,
Sundargarh,Asurchapal,769043,Sundergarh,Odisha,
Sundargarh,Aunlabahal,770021,Sundergarh,Odisha,
Sundargarh,B.Karuabahal,770015,Sundergarh,Odisha,
Sundargarh,B.Sankara,770014,Sundergarh,Odisha,
Sundargarh,Bad Dalki,770037,Sundergarh,Odisha,
Sundargarh,Badapurnapani,770040,Sundergarh,Odisha,
Sundargarh,Badbahal,770019,Sundergarh,Odisha,
Sundargarh,Badbonga,770072,Sundergarh,Odisha,
Sundargarh,Badgogua,770038,Sundergarh,Odisha,
Sundargarh,Badsalepali,770022,Sundergarh,Odisha,
Sundargarh,Baladmal,770073,Sundergarh,Odisha,
Sundargarh,Balanda,770031,Sundergarh,Odisha,
Sundargarh,Balinga,770076,Sundergarh,Odisha,
Sundargarh,Bandega,770074,Sundergarh,Odisha,
Sundargarh,Bandhabhuin,770051,Sundergarh,Odisha,
Sundargarh,Bandhpali,770002,Sundergarh,Odisha,
Sundargarh,Bandomunda,770032,Sundergarh,Odisha,
Sundargarh,Barilepta,770035,Sundergarh,Odisha,
Sundargarh,Barsuan,770041,Sundergarh,Odisha,
Sundargarh,Basanti Colony,769012,Sundergarh,Odisha,
Sundargarh,Beheramunda,770075,Sundergarh,Odisha,
Sundargarh,Belsara,770011,Sundergarh,Odisha,
Sundargarh,Bileimunda,770024,Sundergarh,Odisha,
Sundargarh,Bisra Road,769001,Sundergarh,Odisha,
Sundargarh,Bonaikela,770043,Sundergarh,Odisha,
Sundargarh,Brahmani Tarang,769004,Sundergarh,Odisha,
Sundargarh,Chungimati,770034,Sundergarh,Odisha,
Sundargarh,Dalaisara,770044,Sundergarh,Odisha,
Sundargarh,Dengibhadi,770001,Sundergarh,Odisha,
Sundargarh,Dengula Ashram,770048,Sundergarh,Odisha,
Sundargarh,Durubaga,770013,Sundergarh,Odisha,
Sundargarh,Fertilizer Township,769007,Sundergarh,Odisha,
Sundargarh,Gobira,770039,Sundergarh,Odisha,
Sundargarh,Gyanpali,770023,Sundergarh,Odisha,
Sundargarh,Hatibari,770046,Sundergarh,Odisha,
Sundargarh,Jabaghat,769042,Sundergarh,Odisha,
Sundargarh,Jharbeda,770070,Sundergarh,Odisha,
Sundargarh,Kacharu,769003,Sundergarh,Odisha,
Sundargarh,Kalinga Vihar,769015,Sundergarh,Odisha,
Sundargarh,Kalta,770052,Sundergarh,Odisha,
Sundargarh,Luakera,769009,Sundergarh,Odisha,
Sundargarh,NTPC  Darlipali,770025,Sundergarh,Odisha,
Sundargarh,Rourkela   10,769010,Sundergarh,Odisha,
Sundargarh,Rourkela   11,769011,Sundergarh,Odisha,
Sundargarh,Rourkela   13,769013,Sundergarh,Odisha,
Sundargarh,Rourkela   14,769014,Sundergarh,Odisha,
Sundargarh,Rourkela   2,769002,Sundergarh,Odisha,
Sundargarh,Rourkela   5,769005,Sundergarh,Odisha,
Sundargarh,Rourkela   6,769006,Sundergarh,Odisha,
Sundargarh,Rourkela   8,769008,Sundergarh,Odisha,
Sundargarh,Rourkela  16,769016,Sundergarh,Odisha,
Sundargarh,Tensa,770042,Sundergarh,Odisha,
Chandigarh,Abiana,140119,Ropar,Punjab,
Chandigarh,Aerodrome,160003,Chandighar,Chandigarh,
Chandigarh,Agampur,140118,Ropar,Punjab,
Chandigarh,Airforce Highground,160004,Chandighar,Chandigarh,
Chandigarh,Ajauli,140125,Ropar,Punjab,
Chandigarh,Allahpur,140103,Ropar,Punjab,
Chandigarh,Baddi Jhallian,140111,Ropar,Punjab,
Chandigarh,Badheri,160036,Chandighar,Punjab,
Chandigarh,Bajheri,140413,Ropar,Punjab,
Chandigarh,Ballamgarh,140108,Ropar,Punjab,
Chandigarh,Balongi,160055,Mohali,Punjab,
Chandigarh,Baltana,140604,Mohali,Punjab,
Chandigarh,Baraudi,140110,Mohali,Punjab,
Chandigarh,Baroli,140507,Mohali,Punjab,
Chandigarh,Barsalpur,140102,Mohali,Punjab,
Chandigarh,Barwa,140117,Rupnagar,Punjab,
Chandigarh,Bass Bhabour,140126,Ropar,Punjab,
Chandigarh,Bassi Gujran,140112,Ropar,Punjab,
Chandigarh,Behlolpur,160014,Mohali,Punjab,
Chandigarh,Bhago Majra,140307,Mohali,Punjab,
Chandigarh,Bhallan,140127,Ropar,Punjab,
Chandigarh,Bhamnara,140101,Mohali,Punjab,
Chandigarh,Bhankarpur,140201,Mohali,Punjab,
Chandigarh,Bhanupali,140133,Ropar,Punjab,
Chandigarh,Bharatgarh Canal Colony,140114,Ropar,Punjab,
Chandigarh,Burail,160047,Chandighar,Punjab,
Chandigarh,Chandigarh GPO,160017,Chandighar,Chandigarh,
Chandigarh,Chandigarh Sector 59,160059,Mohali,Punjab,
Chandigarh,Chandigarh Sector 61,160062,Mohali,Punjab,
Chandigarh,Chandigarh Sector 71,160071,Mohali,Punjab,
Chandigarh,Chhatt,140603,Mohali,Punjab,
Chandigarh,Cholta Khurd,140301,Ropar,Punjab,
Chandigarh,Dappar Ad,140506,Mohali,Punjab,
Chandigarh,Daria,160101,Chandighar,Punjab,
Chandigarh,Dhakaoli,160104,Mohali,Punjab,
Chandigarh,Dharamgarh,140306,Mohali,Punjab,
Chandigarh,Dharamgarh,140501,Mohali,Punjab,
Chandigarh,Dhobeta,140124,Ropar,Punjab,
Chandigarh,DUMEWAL,140128,Ropar,Punjab,
Chandigarh,Engg College,160012,Chandighar,Punjab,
Chandigarh,Ganugwal,140123,Ropar,Punjab,
Chandigarh,Ghanauli,140113,Ropar,Punjab,
Chandigarh,Govt Press Chandigarh,160018,Chandighar,Punjab,
Chandigarh,Hallomajra,160002,Chandighar,Punjab,
Chandigarh,High Court Chandigarh,160001,Chandighar,Punjab,
Chandigarh,I I T ROPAR,140001,Ropar,Punjab,
Chandigarh,IBC CHANDGIARH,160005,Chandighar,Punjab,
Chandigarh,Jayanti Devi,140901,Mohali,Punjab,
Chandigarh,Jhinjari,140116,Ropar,Punjab,
Chandigarh,Khizrabad West,140109,Mohali,Punjab,
Chandigarh,Kiratpur Sahib,140115,Mohali,Punjab,
Chandigarh,Kumbra,140308,Mohali,Punjab,
Chandigarh,Maloya Colony,160025,Chandighar,Chandigarh,
Chandigarh,Mauli Jagran,160102,Chandighar,Chandigarh,
Chandigarh,Naya Gaon Mohali,160103,Mohali,Punjab,
Chandigarh,NODAL DELIVERY  SPEED POST  CHANDIGARH,160016,Chandighar,Punjab,
Chandigarh,Raj Bhawan Chandigarh,160019,Chandighar,Punjab,
Chandigarh,Sector 10 Chandigarh,160011,Chandighar,Punjab,
Chandigarh,Sector 15 Chandigarh,160015,Chandighar,Chandigarh,
Chandigarh,Sector 20 Chandigarh,160020,Chandighar,Chandigarh,
Chandigarh,Sector 21 Chandigarh,160022,Chandighar,Punjab,
Chandigarh,Sector 23  Chandigarh,160023,Chandighar,Chandigarh,
Chandigarh,Sector 29 Chandigarh,160030,Chandighar,Punjab,
Chandigarh,Sector 8Chandgarh,160009,Chandighar,Punjab,
Chandigarh,Sector43 Chandigarh,160043,Mohali,Punjab,
Ludhiana,AP Basti,141003,Ludhiana,Punjab,
Ludhiana,Baggakhurd,141008,Ludhiana,Punjab,
Ludhiana,Basant Avenue,141013,Ludhiana,Punjab,
Ludhiana,Basti Jodhewal,141007,Ludhiana,Punjab,
Ludhiana,Bharat Nagar Ludhiana,141001,Ludhiana,Punjab,
Ludhiana,Daba Road,141014,Ludhiana,Punjab,
Ludhiana,Focal Point,141010,Ludhiana,Punjab,
Ludhiana,Gne College,141006,Ludhiana,Punjab,
Ludhiana,Jugiana,141017,Ludhiana,Punjab,
Ludhiana,Karyana Kalan,141015,Ludhiana,Punjab,
Ludhiana,Lohora,141016,Ludhiana,Punjab,
Ludhiana,Model Town Ludhiana,141002,Ludhiana,Punjab,
Ludhiana,PAU,141004,Ludhiana,Punjab,
Ludhiana,Rajguru Nagar,141012,Ludhiana,Punjab,
Ludhiana Moffusil,Abbowal,141105,Ludhiana,Punjab,
Ludhiana Moffusil,Akalgarh,141104,Ludhiana,Punjab,
Ludhiana Moffusil,Akhara,142034,Ludhiana,Punjab,
Ludhiana Moffusil,Alamgir,141116,Ludhiana,Punjab,
Ludhiana Moffusil,Allona Pallah,141414,Ludhiana,Punjab,
Ludhiana Moffusil,Amloh RoadKhanna,141401,Ludhiana,Punjab,
Ludhiana Moffusil,Andlu,141108,Ludhiana,Punjab,
Ludhiana Moffusil,Assi Kalan,141203,Ludhiana,Punjab,
Ludhiana Moffusil,Attiana,141107,Ludhiana,Punjab,
Ludhiana Moffusil,Ayali Kalan,142027,Ludhiana,Punjab,
Ludhiana Moffusil,Babarpur,141119,Ludhiana,Punjab,
Ludhiana Moffusil,Baddowal,142021,Ludhiana,Punjab,
Ludhiana Moffusil,Bagli Kalan,141412,Ludhiana,Punjab,
Ludhiana Moffusil,Bahrampur,141205,Ludhiana,Punjab,
Ludhiana Moffusil,Ballowal,141202,Ludhiana,Punjab,
Ludhiana Moffusil,Bangsipur,142033,Ludhiana,Punjab,
Ludhiana Moffusil,Barmalipur,141416,Ludhiana,Punjab,
Ludhiana Moffusil,Barsal,142024,Ludhiana,Punjab,
Ludhiana Moffusil,Bassian Bet,141110,Ludhiana,Punjab,
Ludhiana Moffusil,Bassian,142032,Ludhiana,Punjab,
Ludhiana Moffusil,Begowal,141418,Ludhiana,Punjab,
Ludhiana Moffusil,Behlolpur,141121,Ludhiana,Punjab,
Ludhiana Moffusil,Bhagpura,141112,Ludhiana,Punjab,
Ludhiana Moffusil,Bhagwanpura,141114,Ludhiana,Punjab,
Ludhiana Moffusil,Bhaini Baringa,141109,Ludhiana,Punjab,
Ludhiana Moffusil,Bhanohar,141102,Ludhiana,Punjab,
Ludhiana Moffusil,Bharowal,142025,Ludhiana,Punjab,
Ludhiana Moffusil,Bharthala Randhawa,141415,Ludhiana,Punjab,
Ludhiana Moffusil,Bhutta,141206,Ludhiana,Punjab,
Ludhiana Moffusil,Bilaspur,141421,Ludhiana,Punjab,
Ludhiana Moffusil,Bilga,141120,Ludhiana,Punjab,
Ludhiana Moffusil,Bopa Rai Kalan Ludhiana,141422,Ludhiana,Punjab,
Ludhiana Moffusil,Borra,141127,Ludhiana,Punjab,
Ludhiana Moffusil,Butaheri,141118,Ludhiana,Punjab,
Ludhiana Moffusil,Chachrari,142030,Ludhiana,Punjab,
Ludhiana Moffusil,Chak Mafi,141417,Ludhiana,Punjab,
Ludhiana Moffusil,Chakkar,142035,Ludhiana,Punjab,
Ludhiana Moffusil,Chhandran,141113,Ludhiana,Punjab,
Ludhiana Moffusil,Chhapar,141204,Ludhiana,Punjab,
Ludhiana Moffusil,Dad,142022,Ludhiana,Punjab,
Ludhiana Moffusil,Dakha Mandi,141101,Ludhiana,Punjab,
Ludhiana Moffusil,Dhaipai,142029,Ludhiana,Punjab,
Ludhiana Moffusil,Dhamote,141413,Ludhiana,Punjab,
Ludhiana Moffusil,Fatehgarh Siwian,142036,Ludhiana,Punjab,
Ludhiana Moffusil,Ghaloti,141419,Ludhiana,Punjab,
Ludhiana Moffusil,Gurreh,142023,Ludhiana,Punjab,
Ludhiana Moffusil,Halwara Aerodrome,141106,Ludhiana,Punjab,
Ludhiana Moffusil,Hambowal,141115,Ludhiana,Punjab,
Ludhiana Moffusil,Hathur,142031,Ludhiana,Punjab,
Ludhiana Moffusil,Jagraon City,142026,Ludhiana,Punjab,
Ludhiana Moffusil,Jaspal Banger,141122,Ludhiana,Punjab,
Ludhiana Moffusil,Jhamat,141117,Ludhiana,Punjab,
Ludhiana Moffusil,Junewal,141126,Ludhiana,Punjab,
Ludhiana Moffusil,Kakrala Kalan,141125,Ludhiana,Punjab,
Ludhiana Moffusil,Khandur,141103,Ludhiana,Punjab,
Ludhiana Moffusil,Kila Raipur,141201,Ludhiana,Punjab,
Ludhiana Moffusil,New Rajguru Nagar,142028,Ludhiana,Punjab,
Ludhiana Moffusil,Ramgarh Ludhiana,141123,Ludhiana,Punjab,
Patiala,Adampur,140406,Fatehgarh sahib,Punjab,
Patiala,Aero Kalan,147111,Patiala,Punjab,
Patiala,Agol,147202,Patiala,Punjab,
Patiala,Ajnoda Kalan,147201,Patiala,Punjab,
Patiala,Ajrawar,140701,Patiala,Punjab,
Patiala,Allowal,147006,Patiala,Punjab,
Patiala,Amloh,147203,Patiala,Punjab,
Patiala,Amrala,140802,Fatehgarh sahib,Punjab,
Patiala,Arno,147105,Patiala,Punjab,
Patiala,Badali Ala Singh,140408,Fatehgarh sahib,Punjab,
Patiala,Badochikalan,140405,Fatehgarh sahib,Punjab,
Patiala,Badshahpur,147102,Patiala,Punjab,
Patiala,Badwala,140412,Fatehgarh sahib,Punjab,
Patiala,Bahera Road Patiala,147001,Patiala,Punjab,
Patiala,Balbera,147101,Patiala,Punjab,
Patiala,Banur,140601,Patiala,Punjab,
Patiala,Barwali Khurd,141411,Fatehgarh sahib,Punjab,
Patiala,Basantpura,140402,Patiala,Punjab,
Patiala,Bhagrana,140602,Patiala,Punjab,
Patiala,Bhankher,147103,Patiala,Punjab,
Patiala,Chappar,147021,Patiala,Punjab,
Patiala,Chari,141801,Fatehgarh sahib,Punjab,
Patiala,Chinarthal Kalan,147104,Fatehgarh sahib,Punjab,
Patiala,D C W,147003,Patiala,Punjab,
Patiala,Dakala,147007,Patiala,Punjab,
Patiala,Dukhniwaran,147004,Patiala,Punjab,
Patiala,Fatehgarh Sahib,140407,Fatehgarh sahib,Punjab,
Patiala,Gadapur,140417,Patiala,Punjab,
Patiala,Ghanaur,140702,Patiala,Punjab,
Patiala,IFP Rajpura,140401,Patiala,Punjab,
Patiala,Kalyan,147005,Patiala,Punjab,
Patiala,Kumbh,147301,Fatehgarh sahib,Punjab,
Patiala,University,147002,Patiala,Punjab,
Sangrur,Ahmedgarh,148021,Sangrur,Punjab,
Sangrur,Alloarakh,148026,Sangrur,Punjab,
Sangrur,Amargarh,148022,Sangrur,Punjab,
Sangrur,Andana,148027,Sangrur,Punjab,
Sangrur,Attar Singh Wala,148105,Sangrur,Punjab,
Sangrur,Badbar,148106,Sangrur,Punjab,
Sangrur,Badrukhan,148002,Sangrur,Punjab,
Sangrur,Badshahpur,148024,Sangrur,Punjab,
Sangrur,Bagrian,148018,Sangrur,Punjab,
Sangrur,Bajwa,148025,Sangrur,Punjab,
Sangrur,Bakhatgarh,148100,Sangrur,Punjab,
Sangrur,Bakhora Kalan,148031,Sangrur,Punjab,
Sangrur,Bakshiwala,148028,Sangrur,Punjab,
Sangrur,Balran,148033,Sangrur,Punjab,
Sangrur,Barnala Kty,148101,Sangrur,Punjab,
Sangrur,Benra,148034,Sangrur,Punjab,
Sangrur,Bhadalwad,148109,Sangrur,Punjab,
Sangrur,Bhadaur Sangrur,148102,Sangrur,Punjab,
Sangrur,Bhai Ke Pishore,148030,Sangrur,Punjab,
Sangrur,Bhalwan,148017,Sangrur,Punjab,
Sangrur,Bhogiwal,148019,Sangrur,Punjab,
Sangrur,Bhoodan,148023,Sangrur,Punjab,
Sangrur,Chananwal,148104,Sangrur,Punjab,
Sangrur,Cheema,148103,Sangrur,Punjab,
Sangrur,Cheema,148029,Sangrur,Punjab,
Sangrur,Chhahar,148035,Sangrur,Punjab,
Sangrur,Daraj,148108,Sangrur,Punjab,
Sangrur,Dhaula,148107,Sangrur,Punjab,
Sangrur,Fatehgarh Panjgrian,148020,Sangrur,Punjab,
Sangrur,Mini Secteriate Sangrur,148001,Sangrur,Punjab,
Amritsar,Abdal,143502,Amritsar,Punjab,
Amritsar,Adiwala,143101,Amritsar,Punjab,
Amritsar,Aima Kalan,143301,Tarn taran,Punjab,
Amritsar,Ajnala,143102,Amritsar,Punjab,
Amritsar,Akalgarh Dhupaian,143116,Amritsar,Punjab,
Amritsar,Alaadeenpur,143411,Amritsar,Punjab,
Amritsar,Algon Khurd,143419,Tarn taran,Punjab,
Amritsar,Alipur,143412,Tarn taran,Punjab,
Amritsar,Allowal,143111,Amritsar,Punjab,
Amritsar,Amritsar GPO,143001,Amritsar,Punjab,
Amritsar,Arjan Manga,143114,Amritsar,Punjab,
Amritsar,Assarapur,143108,Amritsar,Punjab,
Amritsar,Baba Bakala,143202,Amritsar,Punjab,
Amritsar,Babowal,143119,Amritsar,Punjab,
Amritsar,Bagrian,143402,Tarn taran,Punjab,
Amritsar,Bahmniwala,143416,Tarn taran,Punjab,
Amritsar,Bainka,143303,Tarn taran,Punjab,
Amritsar,Bakipur,143302,Tarn taran,Punjab,
Amritsar,Bal Khurd,143601,Amritsar,Punjab,
Amritsar,Bal Sarai,143204,Amritsar,Punjab,
Amritsar,Balbawa,143606,Amritsar,Punjab,
Amritsar,Banian,143117,Tarn taran,Punjab,
Amritsar,Basarke,143305,Tarn taran,Punjab,
Amritsar,Basarke Gillan,143105,Amritsar,Punjab,
Amritsar,Basti Ram Dhab,143006,Amritsar,Punjab,
Amritsar,Bath,143406,Tarn taran,Punjab,
Amritsar,Beas,143201,Amritsar,Punjab,
Amritsar,Behal,143407,Tarn taran,Punjab,
Amritsar,Beharipura,143118,Tarn taran,Punjab,
Amritsar,Bhagwanpura,143304,Tarn taran,Punjab,
Amritsar,Bhakna Kalan,143107,Amritsar,Punjab,
Amritsar,Bhangwan,143149,Amritsar,Punjab,
Amritsar,Bhathal Bhai,143409,Tarn taran,Punjab,
Amritsar,Bhilowal,143504,Amritsar,Punjab,
Amritsar,Bhilowal Pacca,143109,Amritsar,Punjab,
Amritsar,Bhinder,143112,Amritsar,Punjab,
Amritsar,Bohru,143009,Amritsar,Punjab,
Amritsar,Bundala Amritsar,143413,Tarn taran,Punjab,
Amritsar,Butala,143203,Amritsar,Punjab,
Amritsar,Butter Sivya,143205,Amritsar,Punjab,
Amritsar,Chabha,143022,Amritsar,Punjab,
Amritsar,Chahal,143414,Tarn taran,Punjab,
Amritsar,Chamba Kalan,143408,Tarn taran,Punjab,
Amritsar,Chamiari,143103,Amritsar,Punjab,
Amritsar,Dadeha Sahib,143410,Tarn taran,Punjab,
Amritsar,Dahoorian,143603,Amritsar,Punjab,
Amritsar,Dharar,143115,Amritsar,Punjab,
Amritsar,Dhunda,143422,Tarn taran,Punjab,
Amritsar,Dist Jail,143008,Amritsar,Punjab,
Amritsar,Fatehgarh Shukarchack,143501,Amritsar,Punjab,
Amritsar,Fatehpur Rajputan,143113,Amritsar,Punjab,
Amritsar,Galalipur,143415,Tarn taran,Punjab,
Amritsar,Guru Nanak Dev University,143005,Amritsar,Punjab,
Amritsar,JFMill,143002,Amritsar,Punjab,
Amritsar,NODAL DELIVERY OFFICE,143003,Amritsar,Punjab,
Amritsar,Tarn Taran,143401,Tarn taran,Punjab,
Bhatinda,Ablu,151201,Bathinda,Punjab,
Bhatinda,Adamke,151506,Mansa,Punjab,
Bhatinda,Ahlupur,151507,Mansa,Punjab,
Bhatinda,Ahmedpur,151502,Mansa,Punjab,
Bhatinda,Akkanwali,151505,Mansa,Punjab,
Bhatinda,Aklia,151510,Mansa,Punjab,
Bhatinda,Aklia Jalal,151108,Bathinda,Punjab,
Bhatinda,Alampur Mandra,151503,Mansa,Punjab,
Bhatinda,Alike,151104,Bathinda,Punjab,
Bhatinda,Atlakalan,151504,Mansa,Punjab,
Bhatinda,Bahadurpur,151501,Mansa,Punjab,
Bhatinda,Bajjoana,151102,Bathinda,Punjab,
Bhatinda,Ballian Wali,151103,Bathinda,Punjab,
Bhatinda,Balluna,151005,Bathinda,Punjab,
Bhatinda,Bandi,151401,Bathinda,Punjab,
Bhatinda,Bangi Rughu,151301,Bathinda,Punjab,
Bhatinda,Bathinda Cantt,151004,Bathinda,Punjab,
Bhatinda,Bathinda,151001,Bathinda,Punjab,
Bhatinda,Behman Jassa Singh Wala,151302,Bathinda,Punjab,
Bhatinda,Bhagta Bhai,151206,Bathinda,Punjab,
Bhatinda,Bhai Rupa,151106,Bathinda,Punjab,
Bhatinda,Bhaini Bagha,151508,Mansa,Punjab,
Bhatinda,Bhaini Kani,151105,Bathinda,Punjab,
Bhatinda,Bhucho Kalan,151101,Bathinda,Punjab,
Bhatinda,Burj Sema,151509,Bathinda,Punjab,
Bhatinda,Deon,151002,Bathinda,Punjab,
Bhatinda,Ghtp Lehra Mohabbat,151111,Bathinda,Punjab,
Bhatinda,Nfl Bathinda,151003,Bathinda,Punjab,
Faridkot,Abul Khurana,152114,Muktsar,Punjab,
Faridkot,Ajitwal,142053,Moga,Punjab,
Faridkot,Akalgarh,152026,Muktsar,Punjab,
Faridkot,Alamwala Kalan,142038,Moga,Punjab,
Faridkot,Alamwala,151210,Muktsar,Punjab,
Faridkot,Arrayianwala,151213,Faridkot,Punjab,
Faridkot,Assa Buttar,152025,Muktsar,Punjab,
Faridkot,Aulakh,151207,Faridkot,Punjab,
Faridkot,Badal,152113,Muktsar,Punjab,
Faridkot,Badhni Kalan,142037,Moga,Punjab,
Faridkot,Badian,152112,Faridkot,Punjab,
